scaling_method,dataset_type,dataset_name,label,model,train_samples,test_samples,PLCC,SRCC,KRCC,RMSE
power,all_features,all_features_power,SR,random_forest,800,200,0.6372511790165976,0.6240183125956413,0.44791879753474434,0.5350846938915084
power,all_features,all_features_power,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
power,all_features,all_features_power,S,linear_regression,800,200,0.44060839784335326,0.46859481631665195,0.31971455892423906,1.4983438225751524
power,all_features,all_features_power,S,svr,800,200,0.8853831429285514,0.8791808889081367,0.6931001566619153,0.36666903695763664
power,all_features,all_features_power,S,random_forest,800,200,0.7743007742527519,0.7700313283069206,0.5681692554538584,0.49586276380612454
power,all_features,all_features_power,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
power,all_features,all_features_power,U,linear_regression,800,200,0.28161439056397247,0.2978311684772149,0.20914450474461097,1.4272304620479885
power,all_features,all_features_power,U,svr,800,200,0.8508001486672765,0.8519582038309255,0.6562047159447317,0.42169891703447443
power,all_features,all_features_power,U,random_forest,800,200,0.7402020495796914,0.7311714646857229,0.539510331383044,0.528683288079922
power,all_features,all_features_power,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
power,all_features,all_features_power,O,linear_regression,800,200,0.38563982045081824,0.40187867095249497,0.27972349962796056,1.8195184078060844
power,all_features,all_features_power,O,svr,800,200,0.8739694428655377,0.8675277492430504,0.6817851755267873,0.5284668748479017
power,all_features,all_features_power,O,random_forest,800,200,0.7851170188806942,0.7779053659907978,0.587756244319833,0.6740711216185473
power,all_features,all_features_power,O,gbm,800,200,0.8285121606511672,0.8201372102463512,0.6314017589121519,0.606523688939951
power,by_component,by_component_power,TSV,linear_regression,800,200,0.44785698462885176,0.47487373127783067,0.33666171472691714,1.235435050550898
power,by_component,by_component_power,TSV,svr,800,200,0.8794890389365205,0.8572190398402294,0.674379741422946,0.3157930063090235
power,by_component,by_component_power,TSV,random_forest,800,200,0.7907922588318439,0.7595438572117484,0.5752876186062679,0.40613561135990556
power,by_component,by_component_power,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
power,by_component,by_component_power,B,linear_regression,800,200,0.2562438866175021,0.24926829719033033,0.16691093406420293,2.3038436518732306
power,by_component,by_component_power,B,svr,800,200,0.7405163473564675,0.7230994856557706,0.5302647488597655,0.5516950719941576
power,by_component,by_component_power,B,random_forest,800,200,0.6506754704804308,0.6033858660342171,0.43471428660562034,0.6222888709398162
power,by_component,by_component_power,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
power,by_component,by_component_power,SR,linear_regression,800,200,0.1862533753567638,0.20454124418916286,0.13804545656906936,1.8747366131150727
power,by_component,by_component_power,SR,svr,800,200,0.7601392157790097,0.7678353787907695,0.5767143036272264,0.442644409271333
power,by_component,by_component_power,SR,random_forest,800,200,0.6372511790165976,0.6240183125956413,0.44791879753474434,0.5350846938915084
power,by_component,by_component_power,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
power,by_component,by_component_power,S,linear_regression,800,200,0.44060839784335326,0.46859481631665195,0.31971455892423906,1.4983438225751524
power,by_component,by_component_power,S,svr,800,200,0.8853831429285514,0.8791808889081367,0.6931001566619153,0.36666903695763664
power,by_component,by_component_power,S,random_forest,800,200,0.7743007742527519,0.7700313283069206,0.5681692554538584,0.49586276380612454
power,by_component,by_component_power,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
power,by_component,by_component_power,U,linear_regression,800,200,0.28161439056397247,0.2978311684772149,0.20914450474461097,1.4272304620479885
power,by_component,by_component_power,U,svr,800,200,0.8508001486672765,0.8519582038309255,0.6562047159447317,0.42169891703447443
power,by_component,by_component_power,U,random_forest,800,200,0.7402020495796914,0.7311714646857229,0.539510331383044,0.528683288079922
power,by_component,by_component_power,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
power,by_component,by_component_power,O,linear_regression,800,200,0.38563982045081824,0.40187867095249497,0.27972349962796056,1.8195184078060844
power,by_component,by_component_power,O,svr,800,200,0.8739694428655377,0.8675277492430504,0.6817851755267873,0.5284668748479017
power,by_component,by_component_power,O,random_forest,800,200,0.7851170188806942,0.7779053659907978,0.587756244319833,0.6740711216185473
power,by_component,by_component_power,O,gbm,800,200,0.8285121606511672,0.8201372102463512,0.6314017589121519,0.606523688939951
power,s_only,s_only_power,TSV,linear_regression,800,200,0.6337466380800758,0.6467411606388946,0.4670407920572875,0.6568545581001043
power,s_only,s_only_power,TSV,svr,800,200,0.8271601378766589,0.7818289826178272,0.5998342967456278,0.37920268078883523
power,s_only,s_only_power,TSV,random_forest,800,200,0.7908347073049812,0.7597021152038285,0.5755894220260142,0.406094678590659
power,s_only,s_only_power,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
power,s_only,s_only_power,B,linear_regression,800,200,0.4492550727836617,0.42666836830175436,0.29914954849188063,1.2275549991631363
power,s_only,s_only_power,B,svr,800,200,0.701038375199298,0.664117644907146,0.48793226558261255,0.5827364001353601
power,s_only,s_only_power,B,random_forest,800,200,0.6507051059457802,0.6031743432948027,0.43461349497876994,0.6222736501956923
power,s_only,s_only_power,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
power,s_only,s_only_power,SR,linear_regression,800,200,0.3040311107343564,0.30106780890979185,0.20581139810406773,1.1310449258436666
power,s_only,s_only_power,SR,svr,800,200,0.6602248662931077,0.6460217612056359,0.47365779016524817,0.5101506691525195
power,s_only,s_only_power,SR,random_forest,800,200,0.6371093233498547,0.6235982992602084,0.44771771165481855,0.5351488283318838
power,s_only,s_only_power,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
power,s_only,s_only_power,S,linear_regression,800,200,0.4940619217071902,0.5411284340573292,0.38785868685590646,1.0080914596754038
power,s_only,s_only_power,S,svr,800,200,0.841490837710207,0.8374288137921908,0.648474798547372,0.4262175524070067
power,s_only,s_only_power,S,random_forest,800,200,0.7742033870140008,0.7702983351823477,0.5686717932704636,0.4959474226099816
power,s_only,s_only_power,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
power,s_only,s_only_power,U,linear_regression,800,200,0.41733041881457206,0.4372997179490944,0.30763054137038015,0.9466153412971441
power,s_only,s_only_power,U,svr,800,200,0.8174083833406469,0.8209548590556115,0.62179999222051,0.4499577136674859
power,s_only,s_only_power,U,random_forest,800,200,0.7400707132022186,0.7306404416525091,0.539107936953521,0.528803503588438
power,s_only,s_only_power,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
power,s_only,s_only_power,O,linear_regression,800,200,0.516917483893296,0.5592841130207277,0.40140799883696016,1.272061183489919
power,s_only,s_only_power,O,svr,800,200,0.8315905834763813,0.829040046329137,0.6407543691819345,0.6007620203123013
power,s_only,s_only_power,O,random_forest,800,200,0.7851524066185505,0.7779946193601196,0.5878568100216587,0.674035589748015
power,s_only,s_only_power,O,gbm,800,200,0.828618222652689,0.8203052165886041,0.6318040217194544,0.6063547760471781
quantile,all_features,all_features_quantile,TSV,linear_regression,800,200,0.5419990274419539,0.5381791782234847,0.3734817319359569,1.1231558372742572
quantile,all_features,all_features_quantile,TSV,svr,800,200,0.8693645774479808,0.8519230223896262,0.6669352570692058,0.3277303471905609
quantile,all_features,all_features_quantile,TSV,random_forest,800,200,0.7905274474674724,0.7591515874019955,0.5744828094869446,0.4063872988872656
quantile,all_features,all_features_quantile,TSV,gbm,800,200,0.8265031961339943,0.7944236186510419,0.60898900047793,0.3731339796677692
quantile,all_features,all_features_quantile,B,linear_regression,800,200,0.34365592643533216,0.3188750301510295,0.2154924982060784,2.2507263934855817
quantile,all_features,all_features_quantile,B,svr,800,200,0.7377268957528931,0.7205874656050655,0.5261322921589006,0.5557580171664877
quantile,all_features,all_features_quantile,B,random_forest,800,200,0.6505522952347164,0.6028960633787644,0.43300082894916414,0.6223091704713474
quantile,all_features,all_features_quantile,B,gbm,800,200,0.7177205472714527,0.6669289471317034,0.4950884710889884,0.5684433909464289
quantile,all_features,all_features_quantile,SR,linear_regression,800,200,0.21140500778275678,0.2524677658573177,0.1691132250176072,1.9316253705738209
quantile,all_features,all_features_quantile,SR,svr,800,200,0.7379017932647158,0.7448561491997064,0.5580133167941259,0.4596206066429175
quantile,all_features,all_features_quantile,SR,random_forest,800,200,0.6367486031702406,0.6253968563644374,0.4487231410544476,0.5354112714085786
quantile,all_features,all_features_quantile,SR,gbm,800,200,0.6730259368948325,0.640577338345086,0.4601850362102188,0.504858268993557
quantile,all_features,all_features_quantile,S,linear_regression,800,200,0.4904631422345378,0.5301631517013055,0.3745916884975288,1.4225770196743133
quantile,all_features,all_features_quantile,S,svr,800,200,0.8758945508581364,0.8705421664610312,0.6811397566267112,0.38019746582523145
quantile,all_features,all_features_quantile,S,random_forest,800,200,0.7732259659252795,0.7684232868998537,0.5667621495673637,0.49687914083206436
quantile,all_features,all_features_quantile,S,gbm,800,200,0.7956165141003713,0.7921658982721034,0.5920900555242667,0.47472445852830053
quantile,all_features,all_features_quantile,U,linear_regression,800,200,0.3683189607070193,0.3874540558850871,0.2668881053811702,1.498806809691136
quantile,all_features,all_features_quantile,U,svr,800,200,0.8470242406902253,0.854956083864478,0.6597256672030586,0.42206420043658477
quantile,all_features,all_features_quantile,U,random_forest,800,200,0.7397139193164123,0.7314197254540755,0.5389067397387595,0.5291639273170964
quantile,all_features,all_features_quantile,U,gbm,800,200,0.7850795561480828,0.7921521097314969,0.594336572405561,0.4888890021188896
quantile,all_features,all_features_quantile,O,linear_regression,800,200,0.5149316655753178,0.5319470810455484,0.37153998539475114,1.7869762772987432
quantile,all_features,all_features_quantile,O,svr,800,200,0.8646869332826222,0.8613752669863451,0.6712257768350972,0.5467483174038911
quantile,all_features,all_features_quantile,O,random_forest,800,200,0.785024864545398,0.7776646069021226,0.5880579414253099,0.6742701578965484
quantile,all_features,all_features_quantile,O,gbm,800,200,0.8289272029031569,0.8199602035643344,0.6317034560176288,0.6057886684423722
quantile,by_component,by_component_quantile,TSV,linear_regression,800,200,0.5419990274419539,0.5381791782234847,0.3734817319359569,1.1231558372742572
quantile,by_component,by_component_quantile,TSV,svr,800,200,0.8693645774479808,0.8519230223896262,0.6669352570692058,0.3277303471905609
quantile,by_component,by_component_quantile,TSV,random_forest,800,200,0.7905274474674724,0.7591515874019955,0.5744828094869446,0.4063872988872656
quantile,by_component,by_component_quantile,TSV,gbm,800,200,0.8265031961339943,0.7944236186510419,0.60898900047793,0.3731339796677692
quantile,by_component,by_component_quantile,B,linear_regression,800,200,0.34365592643533216,0.3188750301510295,0.2154924982060784,2.2507263934855817
quantile,by_component,by_component_quantile,B,svr,800,200,0.7377268957528931,0.7205874656050655,0.5261322921589006,0.5557580171664877
quantile,by_component,by_component_quantile,B,random_forest,800,200,0.6505522952347164,0.6028960633787644,0.43300082894916414,0.6223091704713474
quantile,by_component,by_component_quantile,B,gbm,800,200,0.7177205472714527,0.6669289471317034,0.4950884710889884,0.5684433909464289
quantile,by_component,by_component_quantile,SR,linear_regression,800,200,0.21140500778275678,0.2524677658573177,0.1691132250176072,1.9316253705738209
quantile,by_component,by_component_quantile,SR,svr,800,200,0.7379017932647158,0.7448561491997064,0.5580133167941259,0.4596206066429175
quantile,by_component,by_component_quantile,SR,random_forest,800,200,0.6367486031702406,0.6253968563644374,0.4487231410544476,0.5354112714085786
quantile,by_component,by_component_quantile,SR,gbm,800,200,0.6730259368948325,0.640577338345086,0.4601850362102188,0.504858268993557
quantile,by_component,by_component_quantile,S,linear_regression,800,200,0.4904631422345378,0.5301631517013055,0.3745916884975288,1.4225770196743133
quantile,by_component,by_component_quantile,S,svr,800,200,0.8758945508581364,0.8705421664610312,0.6811397566267112,0.38019746582523145
quantile,by_component,by_component_quantile,S,random_forest,800,200,0.7732259659252795,0.7684232868998537,0.5667621495673637,0.49687914083206436
quantile,by_component,by_component_quantile,S,gbm,800,200,0.7956165141003713,0.7921658982721034,0.5920900555242667,0.47472445852830053
quantile,by_component,by_component_quantile,U,linear_regression,800,200,0.3683189607070193,0.3874540558850871,0.2668881053811702,1.498806809691136
quantile,by_component,by_component_quantile,U,svr,800,200,0.8470242406902253,0.854956083864478,0.6597256672030586,0.42206420043658477
quantile,by_component,by_component_quantile,U,random_forest,800,200,0.7397139193164123,0.7314197254540755,0.5389067397387595,0.5291639273170964
quantile,by_component,by_component_quantile,U,gbm,800,200,0.7850795561480828,0.7921521097314969,0.594336572405561,0.4888890021188896
quantile,by_component,by_component_quantile,O,linear_regression,800,200,0.5149316655753178,0.5319470810455484,0.37153998539475114,1.7869762772987432
quantile,by_component,by_component_quantile,O,svr,800,200,0.8646869332826222,0.8613752669863451,0.6712257768350972,0.5467483174038911
quantile,by_component,by_component_quantile,O,random_forest,800,200,0.785024864545398,0.7776646069021226,0.5880579414253099,0.6742701578965484
quantile,by_component,by_component_quantile,O,gbm,800,200,0.8289272029031569,0.8199602035643344,0.6317034560176288,0.6057886684423722
quantile,s_only,s_only_quantile,TSV,linear_regression,800,200,0.53543888690491,0.6119071515101078,0.4306231794079094,0.956603973593692
quantile,s_only,s_only_quantile,TSV,svr,800,200,0.8162013899785632,0.7778125297856532,0.5943012340502803,0.39042053048190667
quantile,s_only,s_only_quantile,TSV,random_forest,800,200,0.7908998947477849,0.7591575877050126,0.5743822083470291,0.4060404569755091
quantile,s_only,s_only_quantile,TSV,gbm,800,200,0.8232756794096636,0.7977635373180205,0.6110010232762382,0.3774134321693748
quantile,s_only,s_only_quantile,B,linear_regression,800,200,0.316159267354128,0.47343964637333263,0.32454903845817235,2.146737875360281
quantile,s_only,s_only_quantile,B,svr,800,200,0.6851410257601326,0.651697809732594,0.4753333122263171,0.5968656274691292
quantile,s_only,s_only_quantile,B,random_forest,800,200,0.6494518118000574,0.6014739104924889,0.43300082894916414,0.6229635742685039
quantile,s_only,s_only_quantile,B,gbm,800,200,0.7167630913480414,0.6664368942343422,0.49347580505938266,0.5693205286014426
quantile,s_only,s_only_quantile,SR,linear_regression,800,200,0.26936517056537,0.361175467329316,0.24582748820930417,1.59417764388919
quantile,s_only,s_only_quantile,SR,svr,800,200,0.6383437801910216,0.6462985199927338,0.47506539132472886,0.5238211926525034
quantile,s_only,s_only_quantile,SR,random_forest,800,200,0.6373733325102071,0.6247450856707031,0.4484215122345589,0.5350535520134094
quantile,s_only,s_only_quantile,SR,gbm,800,200,0.6747818785247789,0.6403808321060085,0.45897852093066394,0.5036747408154376
quantile,s_only,s_only_quantile,S,linear_regression,800,200,0.48835312742044873,0.5310519245872075,0.3772048851438759,1.1140685942467616
quantile,s_only,s_only_quantile,S,svr,800,200,0.7845778580593717,0.771982128540027,0.581235238685594,0.49041058798898257
quantile,s_only,s_only_quantile,S,random_forest,800,200,0.7740431062017253,0.7703043353368516,0.5679682403272163,0.49610593901200634
quantile,s_only,s_only_quantile,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
quantile,s_only,s_only_quantile,U,linear_regression,800,200,0.258955636791579,0.45383943536212956,0.31406885224274916,1.5147689985672994
quantile,s_only,s_only_quantile,U,svr,800,200,0.7471917992515847,0.7524746387144929,0.557517482104201,0.5180264987422136
quantile,s_only,s_only_quantile,U,random_forest,800,200,0.7398892902006757,0.7314917285772232,0.5396109299904248,0.5290548947418529
quantile,s_only,s_only_quantile,U,gbm,800,200,0.7838922083798504,0.7901772740726667,0.5928275932948497,0.4899595498457183
quantile,s_only,s_only_quantile,O,linear_regression,800,200,0.4821358448015415,0.5632030109594434,0.39155256005804945,1.496624716826475
quantile,s_only,s_only_quantile,O,svr,800,200,0.7886714012778976,0.7834675759646764,0.5977122488005694,0.6643160101773237
quantile,s_only,s_only_quantile,O,random_forest,800,200,0.7853260621034341,0.7780876228710097,0.587756244319833,0.6739329224246832
quantile,s_only,s_only_quantile,O,gbm,800,200,0.8288212044558079,0.8203802194199673,0.6320051531231056,0.6060806297209028
robust,all_features,all_features_robust,TSV,linear_regression,800,200,0.4605221067302599,0.44099452036666414,0.3064813727522943,1.048231704977799
robust,all_features,all_features_robust,TSV,svr,800,200,0.8694704858316621,0.8433920915748462,0.6572775476373264,0.3278612424160181
robust,all_features,all_features_robust,TSV,random_forest,800,200,0.7908579327536637,0.7597021152038285,0.5755894220260142,0.40607526228131874
robust,all_features,all_features_robust,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
robust,all_features,all_features_robust,B,linear_regression,800,200,0.3112154802273268,0.3357278418856493,0.22355582835410753,2.2445426831713764
robust,all_features,all_features_robust,B,svr,800,200,0.7398435709921545,0.71442705333978,0.5218990438311852,0.5502250395214159
robust,all_features,all_features_robust,B,random_forest,800,200,0.6529429104157688,0.6047022575507853,0.4376372437842809,0.6229449446348294
robust,all_features,all_features_robust,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
robust,all_features,all_features_robust,SR,linear_regression,800,200,0.06722494336925149,0.10081520088492486,0.06937462857440485,1.8915865356143962
robust,all_features,all_features_robust,SR,svr,800,200,0.7386561969682721,0.7464732005411234,0.5548964856552758,0.4584222178586168
robust,all_features,all_features_robust,SR,random_forest,800,200,0.6370169964816546,0.6235982992602084,0.44771771165481855,0.5351770445725407
robust,all_features,all_features_robust,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
robust,all_features,all_features_robust,S,linear_regression,800,200,0.3863105886168638,0.3822938440665923,0.266345042800765,1.4617287887081662
robust,all_features,all_features_robust,S,svr,800,200,0.8775367441382511,0.869105129457328,0.6784260524170429,0.3805016839650153
robust,all_features,all_features_robust,S,random_forest,800,200,0.7741771304373386,0.7702983351823477,0.5685712857071425,0.49597475556789417
robust,all_features,all_features_robust,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
robust,all_features,all_features_robust,U,linear_regression,800,200,0.2684085844483835,0.28799749193983487,0.1994870384360575,1.60695496682923
robust,all_features,all_features_robust,U,svr,800,200,0.8527895348310164,0.8514811831400724,0.656104117337351,0.41627897026819083
robust,all_features,all_features_robust,U,random_forest,800,200,0.7399121590604595,0.730527936772591,0.5390073383461402,0.5289224461752268
robust,all_features,all_features_robust,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
robust,all_features,all_features_robust,O,linear_regression,800,200,0.4393098822795987,0.43760776972887794,0.30577001640079604,1.738721926413682
robust,all_features,all_features_robust,O,svr,800,200,0.8719540747018213,0.8662594513647024,0.6778631131555881,0.5331417538155535
robust,all_features,all_features_robust,O,random_forest,800,200,0.7851211151657973,0.7777958618570079,0.5876556786180074,0.6740602639989333
robust,all_features,all_features_robust,O,gbm,800,200,0.828618222652689,0.8203052165886041,0.6318040217194544,0.6063547760471781
robust,by_component,by_component_robust,TSV,linear_regression,800,200,0.4605221067302599,0.44099452036666414,0.3064813727522943,1.048231704977799
robust,by_component,by_component_robust,TSV,svr,800,200,0.8694704858316621,0.8433920915748462,0.6572775476373264,0.3278612424160181
robust,by_component,by_component_robust,TSV,random_forest,800,200,0.7908579327536637,0.7597021152038285,0.5755894220260142,0.40607526228131874
robust,by_component,by_component_robust,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
robust,by_component,by_component_robust,B,linear_regression,800,200,0.3112154802273268,0.3357278418856493,0.22355582835410753,2.2445426831713764
robust,by_component,by_component_robust,B,svr,800,200,0.7398435709921545,0.71442705333978,0.5218990438311852,0.5502250395214159
robust,by_component,by_component_robust,B,random_forest,800,200,0.6529429104157688,0.6047022575507853,0.4376372437842809,0.6229449446348294
robust,by_component,by_component_robust,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
robust,by_component,by_component_robust,SR,linear_regression,800,200,0.06722494336925149,0.10081520088492486,0.06937462857440485,1.8915865356143962
robust,by_component,by_component_robust,SR,svr,800,200,0.7386561969682721,0.7464732005411234,0.5548964856552758,0.4584222178586168
robust,by_component,by_component_robust,SR,random_forest,800,200,0.6370169964816546,0.6235982992602084,0.44771771165481855,0.5351770445725407
robust,by_component,by_component_robust,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
robust,by_component,by_component_robust,S,linear_regression,800,200,0.3863105886168638,0.3822938440665923,0.266345042800765,1.4617287887081662
robust,by_component,by_component_robust,S,svr,800,200,0.8775367441382511,0.869105129457328,0.6784260524170429,0.3805016839650153
robust,by_component,by_component_robust,S,random_forest,800,200,0.7741771304373386,0.7702983351823477,0.5685712857071425,0.49597475556789417
robust,by_component,by_component_robust,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
robust,by_component,by_component_robust,U,linear_regression,800,200,0.2684085844483835,0.28799749193983487,0.1994870384360575,1.60695496682923
robust,by_component,by_component_robust,U,svr,800,200,0.8527895348310164,0.8514811831400724,0.656104117337351,0.41627897026819083
robust,by_component,by_component_robust,U,random_forest,800,200,0.7399121590604595,0.730527936772591,0.5390073383461402,0.5289224461752268
robust,by_component,by_component_robust,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
robust,by_component,by_component_robust,O,linear_regression,800,200,0.4393098822795987,0.43760776972887794,0.30577001640079604,1.738721926413682
robust,by_component,by_component_robust,O,svr,800,200,0.8719540747018213,0.8662594513647024,0.6778631131555881,0.5331417538155535
robust,by_component,by_component_robust,O,random_forest,800,200,0.7851211151657973,0.7777958618570079,0.5876556786180074,0.6740602639989333
robust,by_component,by_component_robust,O,gbm,800,200,0.828618222652689,0.8203052165886041,0.6318040217194544,0.6063547760471781
robust,s_only,s_only_robust,TSV,linear_regression,800,200,0.5901498590689196,0.6287552523446777,0.4483289800330214,0.7272580020344906
robust,s_only,s_only_robust,TSV,svr,800,200,0.8394754061636999,0.8124035266422415,0.6254875874240571,0.3667949854723687
robust,s_only,s_only_robust,TSV,random_forest,800,200,0.7908579327536637,0.7597021152038285,0.5755894220260142,0.40607526228131874
robust,s_only,s_only_robust,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
robust,s_only,s_only_robust,B,linear_regression,800,200,0.45152377860340154,0.4272804341009109,0.2939083838956617,1.2674930556260302
robust,s_only,s_only_robust,B,svr,800,200,0.698450934847979,0.6637186020086762,0.48662197443355776,0.5859596065110246
robust,s_only,s_only_robust,B,random_forest,800,200,0.6529184621838771,0.6047022575507853,0.4376372437842809,0.6229715255406248
robust,s_only,s_only_robust,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
robust,s_only,s_only_robust,SR,linear_regression,800,200,0.32532281403214325,0.3483853112415689,0.23647699479275391,1.16807457093042
robust,s_only,s_only_robust,SR,svr,800,200,0.698601652472758,0.696340108814319,0.5102554203117459,0.49253153403451166
robust,s_only,s_only_robust,SR,random_forest,800,200,0.6370169964816546,0.6235982992602084,0.44771771165481855,0.5351770445725407
robust,s_only,s_only_robust,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
robust,s_only,s_only_robust,S,linear_regression,800,200,0.5102406370575734,0.5389458778565065,0.382129755746607,1.0178863061881556
robust,s_only,s_only_robust,S,svr,800,200,0.8175083437539613,0.821310148736561,0.6266646573067056,0.45724442749955524
robust,s_only,s_only_robust,S,random_forest,800,200,0.7741771304373386,0.7702983351823477,0.5685712857071425,0.49597475556789417
robust,s_only,s_only_robust,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
robust,s_only,s_only_robust,U,linear_regression,800,200,0.42615265260171387,0.44360899161490486,0.31386765502798764,0.9977983235651223
robust,s_only,s_only_robust,U,svr,800,200,0.8160296339223797,0.8164839151276638,0.6179772451400409,0.45204521727436786
robust,s_only,s_only_robust,U,random_forest,800,200,0.7399147675271822,0.730527936772591,0.5390073383461402,0.5289202666549009
robust,s_only,s_only_robust,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
robust,s_only,s_only_robust,O,linear_regression,800,200,0.5144635971761276,0.5690097301635653,0.40784420375379976,1.3242217261296905
robust,s_only,s_only_robust,O,svr,800,200,0.8369703703314503,0.8362358179701013,0.6515148992772757,0.5922156829023187
robust,s_only,s_only_robust,O,random_forest,800,200,0.7851254936164368,0.7779946193601196,0.5878568100216587,0.6740676566565491
robust,s_only,s_only_robust,O,gbm,800,200,0.828618222652689,0.8203052165886041,0.6318040217194544,0.6063547760471781
standard,all_features,all_features_standard,TSV,linear_regression,800,200,0.4574433930082913,0.43524097981099535,0.3003447032174544,1.0805239295564752
standard,all_features,all_features_standard,TSV,svr,800,200,0.876420746410573,0.8534658503029374,0.6695508867070064,0.31948611198898585
standard,all_features,all_features_standard,TSV,random_forest,800,200,0.7908579327536637,0.7597021152038285,0.5755894220260142,0.40607526228131874
standard,all_features,all_features_standard,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
standard,all_features,all_features_standard,B,linear_regression,800,200,0.30961692251537354,0.3273794444045064,0.21680278935513317,2.2436662742295237
standard,all_features,all_features_standard,B,svr,800,200,0.7354755774377439,0.7144375544686872,0.5237132931144918,0.5549642792905715
standard,all_features,all_features_standard,B,random_forest,800,200,0.6529429104157688,0.6047022575507853,0.4376372437842809,0.6229449446348294
standard,all_features,all_features_standard,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
standard,all_features,all_features_standard,SR,linear_regression,800,200,0.06256961494189622,0.09984842018961577,0.06867082799466451,1.9690378365364825
standard,all_features,all_features_standard,SR,svr,800,200,0.7463386792649565,0.7497380542003015,0.5629399208523084,0.45289232622738906
standard,all_features,all_features_standard,SR,random_forest,800,200,0.6370169964816546,0.6235982992602084,0.44771771165481855,0.5351770445725407
standard,all_features,all_features_standard,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
standard,all_features,all_features_standard,S,linear_regression,800,200,0.3779706143398764,0.3699380259042711,0.2566963167219448,1.5228144315500758
standard,all_features,all_features_standard,S,svr,800,200,0.877635058987738,0.8708886753836361,0.6824463549498847,0.3779522097798272
standard,all_features,all_features_standard,S,random_forest,800,200,0.7741771304373386,0.7702983351823477,0.5685712857071425,0.49597475556789417
standard,all_features,all_features_standard,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
standard,all_features,all_features_standard,U,linear_regression,800,200,0.2618932555949491,0.28640367280766094,0.19737446768106143,1.6557708014608283
standard,all_features,all_features_standard,U,svr,800,200,0.8510018914682889,0.8504168869760466,0.6551987298709242,0.42297760637369264
standard,all_features,all_features_standard,U,random_forest,800,200,0.7399121590604595,0.730527936772591,0.5390073383461402,0.5289224461752268
standard,all_features,all_features_standard,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
standard,all_features,all_features_standard,O,linear_regression,800,200,0.43226369112359786,0.43023349134926975,0.3009428627131663,1.792384096112029
standard,all_features,all_features_standard,O,svr,800,200,0.8704776913842337,0.8674797474309781,0.6806789528067053,0.5350054824728053
standard,all_features,all_features_standard,O,random_forest,800,200,0.7851211151657973,0.7777958618570079,0.5876556786180074,0.6740602639989333
